job_id,skill,importance
5,digital transformation,nice
5,technology trend analysis,nice
5,AWS,nice
5,Google Cloud,nice
5,Azure,nice
5,Python,tech_stack
5,AWS,tech_stack
5,Google Cloud,tech_stack
5,Azure,tech_stack
5,analytical thinking,soft_skill
5,attention to detail,soft_skill
5,curiosity,soft_skill
5,collaboration,soft_skill
5,communication,soft_skill
5,flexible schedule,benefit
5,remote work,benefit
5,hybrid work,benefit
5,training and certifications,benefit
5,mentor program,benefit
5,content publishing opportunities,benefit
6,Python,must
6,BI tools,must
6,market research,nice
6,digital transformation,nice
6,technology trend analysis,nice
6,Python,tech_stack
6,AWS,tech_stack
6,Google Cloud,tech_stack
6,Azure,tech_stack
6,analytical thinking,soft_skill
6,attention to detail,soft_skill
6,curiosity,soft_skill
6,collaboration,soft_skill
6,communication,soft_skill
6,flexible hours,benefit
6,remote work,benefit
6,training programs,benefit
6,certification support,benefit
6,mentor program,benefit
6,content publishing opportunities,benefit
7,Python,must
7,Data Visualization,must
7,Market Research,must
7,Digital Transformation,nice
7,Tech Trend Analysis,nice
7,Python,tech_stack
7,AWS,tech_stack
7,Google Cloud,tech_stack
7,Azure,tech_stack
7,Analytical thinking,soft_skill
7,Attention to detail,soft_skill
7,Curiosity,soft_skill
7,Collaboration,soft_skill
7,Communication,soft_skill
7,Mentorship,benefit
7,Flexible schedule,benefit
7,Remote work,benefit
7,Training programs,benefit
7,Certification support,benefit
7,Content publishing opportunities,benefit
8,Python,must
8,BI tools,must
8,Market research,nice
8,Digital transformation,nice
8,Technology trend analysis,nice
8,Python,tech_stack
8,AWS,tech_stack
8,Google Cloud,tech_stack
8,Azure,tech_stack
8,Analytical thinking,soft_skill
8,Attention to detail,soft_skill
8,Curiosity,soft_skill
8,Collaboration,soft_skill
8,Communication,soft_skill
8,Flexible schedule,benefit
8,Remote work / hybrid model,benefit
8,Mentorship program,benefit
8,Internal training,benefit
8,Access to specialized platforms,benefit
8,Dedicated hours for cloud certifications,benefit
9,Python,must
9,BI tools,must
9,Investigación de mercado,nice
9,Transformación digital,nice
9,Análisis de tendencias tecnológicas,nice
9,"Certificaciones cloud (AWS, Google, Azure)",nice
9,Python,tech_stack
9,AWS,tech_stack
9,Google Cloud,tech_stack
9,Azure,tech_stack
9,Análisis,soft_skill
9,Atención al detalle,soft_skill
9,Curiosidad,soft_skill
9,Trabajo en equipo,soft_skill
9,Comunicación,soft_skill
9,Flexibilidad horaria,benefit
9,Teletrabajo,benefit
9,Modelo híbrido,benefit
9,Mentoría,benefit
9,Formación interna,benefit
9,Acceso a certificaciones cloud,benefit
10,Python,must
10,BI tools,must
10,Market research,nice
10,Digital transformation,nice
10,Technology trend analysis,nice
10,Python,tech_stack
10,AWS,tech_stack
10,Google Cloud,tech_stack
10,Azure,tech_stack
10,BI tools,tech_stack
10,Analytical thinking,soft_skill
10,Attention to detail,soft_skill
10,Curiosity,soft_skill
10,Collaboration,soft_skill
10,Communication,soft_skill
10,Flexible schedule,benefit
10,Remote/hybrid work,benefit
10,Mentorship,benefit
10,Training programs,benefit
10,Certification support,benefit
10,Content publishing opportunities,benefit
11,LLMs,must
11,RAG,must
11,Transformers,must
11,LangChain,must
11,LlamaIndex,must
11,Haystack,must
11,Gemini,must
11,Vertex AI Studio,must
11,Kubernetes,must
11,Docker,must
11,CI/CD,must
11,MLflow,must
11,Python,must
11,TypeScript,must
11,REST APIs,must
11,GraphQL APIs,must
11,prompt engineering,must
11,microservices architecture,must
11,high English proficiency,must
11,Gemini,tech_stack
11,GPT-4,tech_stack
11,Claude,tech_stack
11,LLaMA 3,tech_stack
11,Mistral,tech_stack
11,OpenAI ecosystem,tech_stack
11,Vertex AI,tech_stack
11,AWS Bedrock,tech_stack
11,HuggingFace,tech_stack
11,Stable Diffusion,tech_stack
11,DALL·E 3,tech_stack
11,Gemini Vision,tech_stack
11,AWS,tech_stack
11,GCP,tech_stack
11,Azure,tech_stack
11,Kubernetes,tech_stack
11,Docker,tech_stack
11,CI/CD,tech_stack
11,MLflow,tech_stack
11,Python,tech_stack
11,TypeScript,tech_stack
11,REST,tech_stack
11,GraphQL,tech_stack
11,continuous learning,soft_skill
11,collaboration,soft_skill
11,flexibility,soft_skill
11,English,language
11,Permanent contract,benefit
11,Competitive salary + bonus,benefit
11,Flexible schedule,benefit
11,Digital disconnection policy,benefit
11,Intensive Friday and summer hours,benefit
11,Continuous training program,benefit
11,"Flexible benefits (medical insurance, public transport card, childcare vouchers, restaurant card)",benefit
12,Python,must
12,SQL,must
12,Google Cloud Platform,must
12,BigQuery,must
12,DBT,must
12,Google Cloud Storage,must
12,Composer (Airflow),must
12,Vertex AI,must
12,Jupyter Notebooks,must
12,GitLab CI/CD,must
12,Machine Learning,must
12,LLM,must
12,IA Generativa,must
12,Comunicación,must
12,Gestión de proyectos,must
12,R,nice
12,Apache Airflow,nice
12,Oracle,nice
12,PL/SQL,nice
12,ODI,nice
12,SQL Developer,nice
12,MLflow,nice
12,Dataflow,nice
12,Looker,nice
12,VS Code,nice
12,Experiencia en seguros,nice
12,Experiencia en banca,nice
12,Python,tech_stack
12,SQL,tech_stack
12,Google Cloud Platform,tech_stack
12,BigQuery,tech_stack
12,DBT,tech_stack
12,Google Cloud Storage,tech_stack
12,Composer (Airflow),tech_stack
12,Apache Airflow,tech_stack
12,Vertex AI,tech_stack
12,Jupyter Notebooks,tech_stack
12,GitLab,tech_stack
12,CI/CD,tech_stack
12,R,tech_stack
12,Oracle,tech_stack
12,PL/SQL,tech_stack
12,ODI,tech_stack
12,SQL Developer,tech_stack
12,MLflow,tech_stack
12,Dataflow,tech_stack
12,Looker,tech_stack
12,VS Code,tech_stack
12,Comunicación,soft_skill
12,Presentación,soft_skill
12,Trabajo en equipo,soft_skill
12,Autonomía,soft_skill
12,Pensamiento analítico,soft_skill
12,Resolución de problemas,soft_skill
12,Gestión de proyectos,soft_skill
12,Coordinación,soft_skill
12,Capacidad de explicar conceptos complejos,soft_skill
12,Contrato indefinido,benefit
12,Flexibilidad horaria,benefit
12,Plan de acogida y desarrollo profesional,benefit
12,Formación online,benefit
12,Jornadas intensivas viernes,benefit
12,Jornadas intensivas verano,benefit
12,Modelo híbrido,benefit
12,Fruta,benefit
12,29 días hábiles de vacaciones,benefit
12,Plan de pensiones,benefit
12,Seguro de salud,benefit
12,Seguro de vida,benefit
12,Ticket restaurante,benefit
12,Retribución flexible (guardería y/o transporte),benefit
13,digital product development,must
13,payments,must
13,e-commerce architecture,must
13,API integration,must
13,SDK development,must
13,payment platforms,must
13,generative AI,must
13,machine learning,must
13,information security,must
13,"regulatory compliance (LGPD, GDPR, PCI-DSS)",must
13,Git,must
13,Swagger,must
13,Postman,must
13,product strategy,must
13,roadmap planning,must
13,product governance,must
13,KPIs,must
13,English (conversational),must
13,critical thinking,must
13,clear communication,must
13,Postgraduate degree or MBA,nice
13,Spanish,nice
13,global project experience,nice
13,knowledge of Agentic Commerce,nice
13,order intents,nice
13,AI purchasing automation,nice
13,autonomous agents,nice
13,conversational interfaces,nice
13,"agile methodologies (Scrum, Kanban)",nice
13,"product management tools (Jira, Confluence, Aha!)",nice
13,"certifications in Product Management or Agile (Pragmatic Institute, PMI-ACP, CSPO)",nice
13,payment methods market knowledge in Brazil,nice
13,Git,tech_stack
13,Swagger,tech_stack
13,Postman,tech_stack
13,critical thinking,soft_skill
13,systemic vision,soft_skill
13,clear communication,soft_skill
13,English (conversational),language
13,Spanish,language
13,Medical insurance,benefit
13,Dental insurance,benefit
13,Wellhub,benefit
13,Life insurance,benefit
13,Annual healthcare,benefit
13,Transportation allowance,benefit
13,Meal voucher/food voucher,benefit
13,Profit sharing program,benefit
13,Access to self-development programmes,benefit
13,Hybrid work model,benefit
13,Collaborative environment,benefit
14,Digital product development,must
14,E-commerce architecture,must
14,API integration,must
14,SDK development,must
14,Payment platform integration,must
14,Information security,must
14,"Regulatory compliance (LGPD, GDPR, PCI-DSS)",must
14,Version control (Git),must
14,"Technical documentation (Swagger, Postman)",must
14,Global product strategy definition,must
14,Product roadmap planning,must
14,KPI definition,must
14,Postgraduate degree or MBA,nice
14,Spanish language proficiency,nice
14,Experience in global projects or multinational companies,nice
14,Knowledge of Agentic Commerce,nice
14,"Experience with AI for purchasing automation, autonomous agents, or conversational interfaces",nice
14,"Agile methodologies (Scrum, Kanban)",nice
14,"Product management tools (Jira, Confluence, Aha!)",nice
14,"Certifications in Product Management or Agile (Pragmatic Institute, PMI-ACP, CSPO)",nice
14,Knowledge of the Brazilian payment methods market,nice
14,Git,tech_stack
14,Swagger,tech_stack
14,Postman,tech_stack
14,Critical thinking,soft_skill
14,Systemic vision,soft_skill
14,Clear communication,soft_skill
14,Stakeholder management,soft_skill
14,Strategic planning,soft_skill
14,English,language
14,Spanish,language
14,Medical insurance,benefit
14,Dental insurance,benefit
14,Life insurance (Wellhub),benefit
14,Annual healthcare,benefit
14,Transportation allowance,benefit
14,Meal voucher / food voucher,benefit
14,Profit sharing program,benefit
14,Access to self-development programmes,benefit
14,Hybrid collaborative environment,benefit
15,Next.js,must
15,Tailwind CSS,must
15,TypeScript,must
15,Node.js,must
15,PostgreSQL,must
15,Google Cloud Platform,must
15,n8n,must
15,Generative AI,must
15,Next.js,tech_stack
15,Tailwind CSS,tech_stack
15,TypeScript,tech_stack
15,Node.js,tech_stack
15,PostgreSQL,tech_stack
15,Google Cloud Platform,tech_stack
15,n8n,tech_stack
15,Growth opportunities,benefit
15,Collaborative and dynamic environment,benefit
15,Professional development,benefit
15,High-impact strategy implementation,benefit
15,Hybrid working model in Barcelona,benefit
15,Work flexibility,benefit
15,Permanent contract,benefit
16,Customer Experience,must
16,Technical Support,must
16,Data Analysis,must
16,JSON,must
16,Zapier,must
16,Communication,must
16,JSON,tech_stack
16,Zapier,tech_stack
16,OpenAI,tech_stack
16,Verbal communication,soft_skill
16,Written communication,soft_skill
16,Teamwork,soft_skill
16,Adaptability,soft_skill
16,"Language Classes (English, Portuguese, Spanish)",benefit
16,OpenAI Premium License,benefit
16,Paid Time Off (25 days/year),benefit
16,"Soft Hybrid Work (3 days/month in Co‑Work office, remote otherwise)",benefit
17,Python,must
17,Pandas,must
17,PyTorch,must
17,Keras,must
17,TensorFlow,must
17,Scikit-learn,must
17,Transformers,must
17,CUDA,must
17,Huggingface,must
17,API development,must
17,Concurrent programming,must
17,Statistical analysis,must
17,Machine Learning,must
17,Audio processing,must
17,Random Forest,must
17,Diffusion models,must
17,SAM,must
17,ResNet,must
17,DINO,must
17,Prompt engineering,must
17,Embeddings,must
17,Fine-tuning,must
17,LangChain,must
17,LLM orchestration,must
17,Python,tech_stack
17,Pandas,tech_stack
17,PyTorch,tech_stack
17,Keras,tech_stack
17,TensorFlow,tech_stack
17,Scikit-learn,tech_stack
17,Transformers,tech_stack
17,CUDA,tech_stack
17,Huggingface,tech_stack
17,LangChain,tech_stack
17,Collaboration,soft_skill
17,Communication,soft_skill
17,Documentation,soft_skill
17,Seguro médico,benefit
17,Tarjeta gourmet,benefit
17,Cheques guardería,benefit
17,Transporte,benefit
17,Formación continua (descuento en titulaciones),benefit
17,Modelo híbrido,benefit
17,Horario flexible,benefit
19,Diseño y desarrollo de proyectos de IA,must
19,Implementación de modelos LLM,must
19,Bases de datos vectoriales,must
19,Procesamiento de información,must
19,Despliegue de modelos de IA,must
19,Gestión de pilotos/proyectos de IA,must
19,Interfaz entre área técnica y negocio,must
19,LLM,tech_stack
19,Vector databases,tech_stack
19,Comunicación,soft_skill
19,Trabajo en equipo,soft_skill
19,Transferencia de conocimiento,soft_skill
19,Formación continua,benefit
19,Beneficios sociales,benefit
19,Plan de retribución flexible,benefit
19,Compensación de gastos de teletrabajo,benefit
19,Plan de carrera,benefit
20,Python,must
20,LangChain,must
20,LangGraph,must
20,Microservicios,must
20,IA agentes,must
20,Gestión de memoria y contexto,must
20,Inglés,must
20,Experiencia sector banca,nice
20,AWS,nice
20,Python,tech_stack
20,LangChain,tech_stack
20,LangGraph,tech_stack
20,AWS,tech_stack
20,Microservicios,tech_stack
20,Inglés,language
20,Salario competitivo,benefit
20,Contrato indefinido,benefit
20,Contrato mercantil,benefit
20,22 días laborables de vacaciones,benefit
20,Seguro médico,benefit
20,Cheques guardería,benefit
20,Cheques transporte,benefit
20,Formación en Tecnología y Soft Skills,benefit
20,Programa de referidos,benefit
21,"Python (OOP, testing, scientific libraries)",must
21,"Git/GitHub (advanced, branching, PRs, CI)",must
21,"Mathematics for ML (statistics, linear algebra, probability)",must
21,Scikit-learn,must
21,"Deep learning framework (e.g., TensorFlow, PyTorch)",must
21,"Generative AI (prompting, embeddings, APIs such as OpenAI, Anthropic, Gemini, HuggingFace)",must
21,"Cloud AI (Azure AI, Vertex AI, AWS AI)",must
21,SQL (advanced),must
21,NoSQL (basic),must
21,"Web development (REST APIs, simple front‑end)",must
21,"MLOps basics (venv/conda, DVC, MLflow, tracking)",must
21,Testing (pytest),must
21,Linting,must
21,Type hints,must
21,RGPD/PII compliance,must
21,educational or socio‑educational experience,nice
21,Python,tech_stack
21,Git,tech_stack
21,GitHub,tech_stack
21,Scikit-learn,tech_stack
21,TensorFlow,tech_stack
21,PyTorch,tech_stack
21,OpenAI API,tech_stack
21,Anthropic API,tech_stack
21,Google Gemini API,tech_stack
21,HuggingFace,tech_stack
21,Azure AI,tech_stack
21,Google Vertex AI,tech_stack
21,AWS AI,tech_stack
21,SQL,tech_stack
21,NoSQL,tech_stack
21,REST APIs,tech_stack
21,DVC,tech_stack
21,MLflow,tech_stack
21,pytest,tech_stack
21,flake8,tech_stack
21,mypy,tech_stack
21,leadership with empathy,soft_skill
21,strategic vision,soft_skill
21,adaptability to change,soft_skill
21,clear communication,soft_skill
21,high social commitment,soft_skill
21,Spanish (C2),language
21,English (B2),language
21,social impact,benefit
21,professional development in pedagogía Simplon.co,benefit
21,agile and motivating environment,benefit
21,diverse collaborative team,benefit
21,indefinite contract,benefit
21,full-time schedule (Monday to Friday),benefit
21,flexible remote work (40-60%),benefit
21,"competitive salary (35,000‑39,000 EUR gross)",benefit
21,work‑life balance support,benefit
22,Backend development,must
22,API development,must
22,Cloud integration,must
22,Microsoft Azure,must
22,Retrieval-Augmented Generation,must
22,Large Language Models,must
22,Speech-to-text,must
22,Intelligent Document Processing,nice
22,French language,nice
22,Azure Functions,tech_stack
22,Azure App Services,tech_stack
22,Cosmos DB,tech_stack
22,Azure Key Vault,tech_stack
22,Collaboration,soft_skill
22,Monitoring,soft_skill
22,Reliability,soft_skill
22,Security,soft_skill
22,Performance optimization,soft_skill
22,English,language
22,Spanish,language
22,French,language
23,Inteligencia Artificial,must
23,Inglés B2,must
23,Trabajo en equipo,soft_skill
23,Aprendizaje rápido,soft_skill
23,Comunicación,soft_skill
23,Inglés (B2),language
23,Contrato indefinido,benefit
23,Jornada completa,benefit
23,23 días de vacaciones,benefit
23,Formación continua,benefit
23,Acceso a certificaciones y formaciones de partners tecnológicos,benefit
23,Seguro de vida y accidentes,benefit
23,"Retribución flexible (seguro médico, cheques guardería, transporte, comida y formación)",benefit
23,Acceso a Privilege Club,benefit
23,Onboarding personalizado,benefit
23,Oficina con espacios de ocio,benefit
23,Plan de carrera personalizado,benefit
24,Machine Learning,must
24,Deep Learning,must
24,LLMs,must
24,Transformers,must
24,RNNs,must
24,Autoencoders,must
24,Gradient Boosting,must
24,Multi-armed Bandits,must
24,Time Series Analysis,must
24,Python,must
24,TensorFlow,must
24,PyTorch,must
24,Scikit-learn,must
24,SciPy,must
24,Keras,must
24,Seaborn,must
24,Matplotlib,must
24,MLOps,must
24,DataOps,must
24,ETL,must
24,Data Wrangling,must
24,Cloud Computing,must
24,Version Control,must
24,A/B Testing,must
24,Large-scale ML implementation,must
24,JavaScript visualization (3D.js),nice
24,Doctorado,nice
24,Python,tech_stack
24,TensorFlow,tech_stack
24,PyTorch,tech_stack
24,Scikit-learn,tech_stack
24,SciPy,tech_stack
24,Keras,tech_stack
24,Seaborn,tech_stack
24,Matplotlib,tech_stack
24,3D.js,tech_stack
24,Comunicación,soft_skill
24,Influencia,soft_skill
24,Trabajo en equipo,soft_skill
24,Autonomía,soft_skill
24,Motivación,soft_skill
24,Gestión de expectativas,soft_skill
24,English,language
24,Trabajo híbrido (hasta 60% remoto),benefit
24,27 días de vacaciones,benefit
24,"Programa de wellbeing (descuentos en gimnasios, fisioterapia, torneos deportivos, fruta)",benefit
24,Programa de retribución flexible,benefit
24,Ventajas financieras del grupo bancario,benefit
25,Machine Learning,must
25,Deep Learning,must
25,Large Language Models (LLMs),must
25,Autoencoders,must
25,Transformers,must
25,RNNs,must
25,Gradient Boosting,must
25,Multi-armed Bandits,must
25,Time Series Analysis,must
25,Python,must
25,TensorFlow,must
25,PyTorch,must
25,Scikit-learn,must
25,Scipy,must
25,Keras,must
25,"Data Visualization (Seaborn, Matplotlib)",must
25,Data Wrangling / ETL,must
25,MLOps,must
25,DataOps,must
25,"Cloud Computing (IaaS, PaaS, CaaS, SaaS)",must
25,Version Control,must
25,A/B Testing,must
25,JavaScript data visualization (3D.js),nice
25,Doctorate degree,nice
25,Python,tech_stack
25,TensorFlow,tech_stack
25,PyTorch,tech_stack
25,Scikit-learn,tech_stack
25,Scipy,tech_stack
25,Keras,tech_stack
25,Seaborn,tech_stack
25,Matplotlib,tech_stack
25,3D.js,tech_stack
25,Communication,soft_skill
25,Influence,soft_skill
25,Teamwork,soft_skill
25,Autonomy,soft_skill
25,Motivation,soft_skill
25,Agile methodology,soft_skill
25,Project management,soft_skill
25,Problem solving,soft_skill
25,English,language
25,Hybrid work model (up to 60% remote),benefit
25,27 vacation days per year,benefit
25,"Wellbeing program (gym discounts, physiotherapy, sports tournaments, fruit)",benefit
25,Flexible compensation program,benefit
25,Training and development initiatives,benefit
25,Financial advantages as part of a banking group,benefit
26,Arquitecturas cloud,must
26,Inteligencia artificial,must
26,AWS,must
26,Azure,must
26,Google Cloud,must
26,Python,must
26,Java,must
26,Bases de datos,must
26,Análisis de datos,must
26,Inglés técnico,must
26,Sector financiero,nice
26,AWS,tech_stack
26,Azure,tech_stack
26,Google Cloud,tech_stack
26,Python,tech_stack
26,Java,tech_stack
26,Trabajo en equipo,soft_skill
26,Comunicación,soft_skill
26,Flexibilidad,soft_skill
26,Documentación técnica,soft_skill
26,Inglés,language
26,Formación continua y desarrollo profesional,benefit
26,Posibilidad de teletrabajo y flexibilidad horaria,benefit
26,Ambiente laboral colaborativo,benefit
27,Python,must
27,Machine Learning,must
27,Deep Learning,must
27,Generative AI,must
27,MLOps,must
27,Data Ethics,must
27,Python,tech_stack
27,Exceptional presentation skills,soft_skill
27,Excellent communication,soft_skill
27,Interpersonal skills,soft_skill
27,Leadership and management skills,soft_skill
27,Strategic thinking,soft_skill
27,Proactivity,soft_skill
27,Curiosity,soft_skill
27,Spanish,language
27,English,language
27,"Medical, Life, and Accident Insurance",benefit
27,Medical service and wellness programs,benefit
27,Flexible compensation program and stock purchase plan,benefit
27,"Flexibility programs (scheduling, days off, vacations)",benefit
27,Individualized training itinerary,benefit
27,Sustainability programs and Accenture Foundation,benefit
27,Employee network for diversity,benefit
27,Bankinter office with special conditions and profit sharing,benefit
27,Hybrid work model,benefit
28,Google Cloud,tech_stack
28,Gemini,tech_stack
28,Problem solving,soft_skill
28,Creativity,soft_skill
28,Analytical thinking,soft_skill
28,Contrato indefinido,benefit
28,Seguro médico gratuito,benefit
28,Paquete salarial competitivo,benefit
29,prompting,must
29,desarrollo de agentes conversacionales,must
29,liderazgo,must
29,gestión de equipos técnicos,must
29,orientación a resultados,must
29,comunicación,must
29,liderazgo,soft_skill
29,comunicación,soft_skill
29,orientación a resultados,soft_skill
29,Modalidad híbrida en Madrid,benefit
29,Salario máximo: 42.000 €/año,benefit
29,Participación en proyectos innovadores de IA,benefit
30,Python,must
30,Machine Learning,must
30,IA Generativa,nice
30,Python,tech_stack
30,Análisis,soft_skill
30,Resolución de problemas,soft_skill
30,Comunicación,soft_skill
30,Trabajo en equipo,soft_skill
30,Aprendizaje continuo,soft_skill
30,español,language
30,inglés,language
30,"Seguro médico, de vida y accidentes",benefit
30,Servicio médico y programas de bienestar,benefit
30,Programa de retribución flexible y compra de acciones,benefit
30,"Programas de flexibilidad (horaria, días libres, vacaciones)",benefit
30,Itinerario formativo individualizado,benefit
30,Programas de sostenibilidad y Fundación Accenture,benefit
30,Red de empleados por la diversidad,benefit
30,Oficina Bankinter con condiciones especiales y reparto de beneficios,benefit
31,Aprendizaje automático,must
31,Redes neuronales,must
31,Python,must
31,R,must
31,Análisis de datos,must
31,Manejo de grandes volúmenes de datos,must
31,Python,tech_stack
31,R,tech_stack
31,Resolución de problemas,soft_skill
31,Pensamiento estructurado,soft_skill
31,Trabajo colaborativo,soft_skill
31,Comunicación,soft_skill
31,6 días de teletrabajo al mes,benefit
31,Acceso a tecnologías punteras y proyectos innovadores,benefit
31,Entorno de trabajo colaborativo y dinámico,benefit
31,Oportunidades de desarrollo profesional,benefit
32,Python,must
32,SQL,must
32,Java,must
32,English,must
32,Google Cloud,nice
32,AWS,nice
32,Azure,nice
32,IBM Cloud,nice
32,LLMs,nice
32,Machine Learning,nice
32,Autoencoders,nice
32,Transformers,nice
32,RNNs,nice
32,Time Series Analysis,nice
32,Gradient Boosting,nice
32,Multi-armed Bandits,nice
32,MLOps,nice
32,DataOps,nice
32,IaaS,nice
32,PaaS,nice
32,CaaS,nice
32,SaaS,nice
32,Agile methodologies,nice
32,Backlog management,nice
32,Python,tech_stack
32,SQL,tech_stack
32,Java,tech_stack
32,AWS,tech_stack
32,Google Cloud,tech_stack
32,Azure,tech_stack
32,IBM Cloud,tech_stack
32,Communication,soft_skill
32,Public speaking,soft_skill
32,Teamwork,soft_skill
32,Autonomy,soft_skill
32,Analytical thinking,soft_skill
32,Adaptability,soft_skill
32,Motivation,soft_skill
32,Risk analysis,soft_skill
32,English,language
32,Hybrid work (up to 60% remote),benefit
32,27 vacation days,benefit
32,Wellbeing program,benefit
32,Flexible compensation,benefit
32,Training and development,benefit
33,Asistentes cognitivos,must
33,Procesamiento de lenguaje natural,must
33,Procesamiento de imagen,must
33,Procesamiento de voz,must
33,Google Cloud,nice
33,AWS,nice
33,Azure,nice
33,IBM Cloud,nice
33,Python,nice
33,SQL,nice
33,Java,nice
33,LLMs,nice
33,Machine Learning,nice
33,Autoencoders,nice
33,Transformers,nice
33,RNNs,nice
33,Series temporales,nice
33,Gradient Boosting,nice
33,Multi-armed Bandits,nice
33,MLOps,nice
33,DataOps,nice
33,Metodologías ágiles,nice
33,"Entorno Cloud (IaaS, PaaS, CaaS, SaaS)",nice
33,Python,tech_stack
33,SQL,tech_stack
33,Java,tech_stack
33,Google Cloud,tech_stack
33,AWS,tech_stack
33,Azure,tech_stack
33,IBM Cloud,tech_stack
33,LLMs,tech_stack
33,Autoencoders,tech_stack
33,Transformers,tech_stack
33,RNNs,tech_stack
33,Gradient Boosting,tech_stack
33,Multi-armed Bandits,tech_stack
33,MLOps,tech_stack
33,DataOps,tech_stack
33,Capacidad de análisis,soft_skill
33,Comunicación e influencia,soft_skill
33,Hablar en público,soft_skill
33,Trabajo en equipo,soft_skill
33,Alta motivación,soft_skill
33,Autonomía,soft_skill
33,Gestión de tiempos,soft_skill
33,Visión analítica,soft_skill
33,Inglés,language
33,Modelo híbrido (hasta 60% remoto),benefit
33,27 días de vacaciones,benefit
33,"Programa de Wellbeing (descuentos en gimnasios, fisioterapia, torneos, fruta)",benefit
33,Formaciones e iniciativas de desarrollo técnico,benefit
33,Programa de Retribución Flexible,benefit
34,Python (advanced),must
34,Git (version control),must
34,Software engineering best practices (SOLID),must
34,AI libraries (LangChain),must
34,Analytical thinking,must
34,Communication,must
34,Negotiation,must
34,Influence,must
34,Teamwork,must
34,Project management,must
34,SQL,nice
34,C,nice
34,Java,nice
34,Rust,nice
34,QlikSense,nice
34,PowerBI,nice
34,Docker,nice
34,Kubernetes,nice
34,GCP,nice
34,AWS,nice
34,Banking sector experience,nice
34,Insurance sector experience,nice
34,Python,tech_stack
34,Git,tech_stack
34,Bitbucket,tech_stack
34,LangChain,tech_stack
34,SQL,tech_stack
34,C,tech_stack
34,Java,tech_stack
34,Rust,tech_stack
34,QlikSense,tech_stack
34,PowerBI,tech_stack
34,Docker,tech_stack
34,Kubernetes,tech_stack
34,GCP,tech_stack
34,AWS,tech_stack
34,initiative,soft_skill
34,organized,soft_skill
34,result-oriented,soft_skill
34,analytical,soft_skill
34,communication,soft_skill
34,negotiation,soft_skill
34,influence,soft_skill
34,teamwork,soft_skill
34,project management,soft_skill
34,Contrato indefinido,benefit
34,Flexibilidad horaria de entrada y comida,benefit
34,Plan de acogida y seguimiento con evaluaciones 360,benefit
34,Acceso a plataforma online de formación,benefit
